,Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,FinalBonus
1100,35,1402,4,98,2,1,3,2430,0,4,6,5,5,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3010406,166.46207497775288,4045
1101,32,824,2,67,2,2,2,5878,0,3,12,2,7,1,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7281962,167.63269365491573,9853
1102,36,1157,4,70,3,1,4,2644,1,4,7,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3275520,160.90817081623442,4254
1103,48,492,4,96,3,2,3,6439,0,3,18,2,8,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7976957,171.1612452688496,11021
1104,29,598,3,91,4,1,3,2451,0,3,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3036422,137.2521404400513,3364
1105,33,1242,4,46,3,2,1,6392,0,3,8,6,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7918731,162.23579979919916,10370
1106,30,740,3,64,2,2,1,9714,0,3,10,4,10,8,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12034192,168.50706995417812,16368
1107,38,888,4,71,3,2,3,6077,0,3,10,2,6,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7528494,166.12495934879578,10095
1108,35,992,3,68,2,1,1,2450,0,3,3,3,3,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3035183,136.71880528244654,3349
1109,30,1288,4,33,3,3,2,9250,0,3,9,3,4,2,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11459366,164.75890234643333,15240
1110,35,104,3,69,3,1,1,2074,1,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2569376,155.86109814314815,3232
1111,53,607,5,78,2,3,4,10169,0,3,34,4,33,7,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12597869,248.7612589438179,25296
1112,38,903,3,81,3,2,2,4855,0,3,7,2,5,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6014618,173.9602885179699,8445
1113,32,1200,4,62,3,2,1,4087,0,3,9,3,6,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5063181,168.15860916193898,6872
1114,48,1108,4,65,3,1,1,2367,0,3,10,3,8,2,7,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2932359,159.67053103022076,3779
1115,34,479,4,35,3,1,4,2972,0,3,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3681863,124.41430007906858,3697
1116,55,685,5,60,2,5,4,19586,0,4,36,3,36,6,2,13,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24264123,295.23141805919386,57824
1117,34,1351,4,45,3,2,4,5484,0,3,9,3,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6793855,156.12104195292704,8561
1118,26,474,3,89,3,1,4,2061,0,4,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2553271,147.5800521424059,3041
1119,38,1245,3,80,3,2,2,9924,0,3,10,3,9,8,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12294351,166.68069034244604,16541
1120,38,437,3,90,3,2,2,4198,0,3,8,5,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5200694,154.266814467777,6476
1121,36,884,4,73,3,2,3,6815,0,3,15,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8442765,153.2756675397906,10445
1122,29,1370,1,87,3,1,1,4723,1,3,10,3,10,9,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5851090,170.53355131991594,8054
1123,35,670,4,51,3,2,3,6142,1,3,10,4,5,2,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7609019,168.576277534445,10353
1124,39,1462,3,38,4,3,3,8237,0,3,11,3,7,6,7,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10204410,191.5891895314549,15781
1125,29,995,1,87,3,2,4,8853,0,3,6,0,6,4,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10967542,150.00717112635022,13280
1126,50,264,3,59,3,5,3,19331,1,3,27,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23948216,223.90837857734445,43283
1127,23,977,3,45,4,1,3,2073,0,3,4,2,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2568137,143.5857634819911,2976
1128,36,1302,4,80,4,2,1,5562,1,3,9,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6890486,185.65557409589522,10326
1129,42,1059,2,93,2,5,4,19613,0,4,24,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24297572,222.96156553621293,43729
1130,35,750,3,46,4,2,3,3407,0,3,10,3,10,9,6,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4220763,177.80037627358843,6057
1131,34,653,4,92,2,2,3,5063,0,3,8,3,8,2,7,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6272299,157.0842022781721,7953
1132,40,118,2,84,3,2,1,4639,0,3,5,2,5,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5747027,172.27745124387576,7991
1133,43,990,3,87,4,1,2,4876,0,3,8,0,6,4,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6040634,157.72357385699414,7690
1134,35,1349,2,63,2,1,4,2690,0,3,1,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3332507,137.5349595643555,3699
1135,46,563,4,56,4,4,1,17567,0,3,27,5,26,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21762884,263.08152563571184,46215
1136,28,329,3,51,3,1,2,2408,1,3,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2983152,155.370660193066,3741
1137,22,457,2,85,2,1,3,2814,1,3,4,2,4,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3486125,154.3737690216733,4344
1138,50,1234,5,41,3,4,3,11245,1,3,32,3,30,8,12,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13930872,262.3906785736906,29505
1139,32,634,4,35,4,1,4,3312,0,3,6,3,3,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4103072,146.2757981316798,4844
1140,44,1313,3,31,3,5,4,19049,1,3,23,4,22,7,1,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23598860,268.3788816600605,51123
1141,30,241,3,48,2,1,2,2141,0,3,6,3,6,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2652379,140.4909395101804,3007
1142,45,1015,5,50,1,2,1,5769,1,3,10,3,10,7,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7146928,168.58559252286793,9725
1143,45,336,3,52,2,2,1,4385,0,3,10,2,10,7,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5432359,155.07618432643795,6800
1144,31,715,4,54,3,2,1,5332,0,3,10,3,5,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6605550,158.36557290574808,8444
1145,36,559,4,76,3,2,3,4663,1,3,7,2,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5776759,167.37593968114734,7804
1146,34,426,4,42,4,2,4,4724,0,3,9,3,9,7,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5852329,179.42202676692935,8475
1147,49,722,4,84,3,1,1,3211,0,3,10,3,9,6,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3977948,159.65537129799196,5126
1148,39,1387,5,76,3,2,1,5377,0,3,10,3,7,7,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6661298,166.77811689469357,8967
1149,27,1302,3,67,2,1,1,4066,0,3,7,3,7,7,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5037166,149.39947418943655,6074
1150,35,819,5,48,4,2,1,5208,0,3,16,2,16,15,1,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6451933,202.54918578566725,10548
1151,28,580,3,39,1,2,1,4877,0,4,6,5,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6041873,177.1186354785605,8638
1152,21,546,1,97,3,1,4,3117,0,3,3,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3861497,141.6108133660754,4414
1153,18,544,2,70,3,1,4,1569,1,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1943756,166.88721120244549,2618
1154,47,1176,4,98,3,5,3,19658,0,3,27,2,5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24353320,213.98725425853894,42065
1155,39,170,2,76,2,2,3,3069,0,3,11,3,10,8,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3802032,170.20483083293655,5223
1156,40,884,3,80,2,3,3,10435,0,3,18,2,18,15,14,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12927403,204.07008328976545,21294
1157,35,208,4,52,3,2,3,4148,0,3,15,5,14,11,2,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5138751,190.8505856600307,7916
1158,37,671,3,85,3,2,3,5768,0,3,9,2,4,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7145689,154.37314864948686,8904
1159,39,711,3,81,3,2,3,5042,0,3,10,2,9,2,3,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6246283,176.16270472315148,8882
1160,45,1329,2,59,2,2,4,5770,0,3,10,3,10,7,3,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7148167,172.98245256564624,9981
1161,38,397,2,54,2,3,3,7756,1,3,10,6,5,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9608523,179.06454847603447,13888
1162,35,737,3,55,2,3,1,10306,0,3,15,3,13,12,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12767592,199.4630459295751,20556
1163,37,1470,3,71,3,1,2,3936,0,3,8,2,8,4,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4876115,152.04105918359645,5984
1164,40,448,3,84,3,3,4,7945,1,3,18,2,4,2,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9842666,186.95252225523805,14853
1165,44,602,5,37,3,2,4,5743,1,3,14,3,10,7,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7114718,195.49126147065837,11227
1166,48,365,5,89,2,4,4,15202,0,4,23,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18833003,198.05203723361132,30107
1167,35,763,2,59,1,2,4,5440,1,3,7,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6739346,146.16235495151895,7951
1168,24,567,1,32,3,1,4,3760,1,3,6,2,6,3,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4658077,153.98426003521865,5789
1169,27,486,3,86,4,1,3,3517,0,3,5,0,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4357037,153.9574197870478,5414
1170,27,591,3,87,3,1,4,2580,0,3,6,0,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3196234,140.68329388202423,3629
1171,40,1329,3,73,3,1,1,2166,1,3,10,3,4,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2683350,166.2970973108118,3601
1172,29,469,3,42,2,2,3,5869,0,3,8,2,5,2,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7270813,140.08000576593537,8221
1173,36,711,4,42,3,3,1,8008,0,3,9,6,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9920714,177.9464085992652,14249
1174,25,772,1,77,4,2,3,5206,0,3,7,6,7,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6449455,179.74740738597842,9357
1175,39,492,3,66,3,2,2,5295,0,4,7,3,5,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6559713,188.0517903177258,9957
1176,49,301,4,72,3,4,2,16413,0,3,27,2,4,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20333251,191.21113985833875,31383
1177,50,813,5,50,2,3,1,13269,0,3,19,3,14,11,1,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16438305,184.12005140988185,24430
1178,20,1141,3,31,3,1,3,2783,0,3,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3447721,134.75255280271776,3750
1179,34,1130,3,66,3,2,2,5433,0,3,11,2,11,8,7,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6730674,174.70641071058483,9491
1180,36,311,3,77,3,1,2,2013,0,3,15,4,4,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2493806,136.76618666837754,2753
1181,49,465,1,41,2,4,3,13966,1,3,30,3,15,11,2,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17301784,221.22683956780014,30896
1182,36,894,4,33,2,2,3,4374,0,3,4,6,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5418731,142.03910497145694,6212
1183,36,1040,2,79,4,2,1,6842,0,4,13,3,5,4,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8476214,192.9023223036017,13198
1184,54,584,5,91,3,4,3,17426,0,4,36,6,10,8,4,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21588206,239.65029344913802,41761
1185,43,1291,2,65,2,4,3,17603,0,4,14,3,14,10,6,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21807483,237.79023775296363,41858
1186,35,880,4,36,3,2,4,4581,1,4,13,2,11,9,6,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5675173,212.2459587683491,9722
1187,38,1189,3,90,3,2,4,4735,0,3,19,4,13,11,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5865956,176.46552406985657,8355
1188,29,991,3,43,2,2,2,4187,1,3,10,3,10,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5187066,178.27196697797268,7464
1189,33,392,4,93,3,2,4,5505,0,3,6,5,6,2,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6819871,169.8651489192822,9351
1190,32,977,3,45,3,2,2,5470,0,3,10,4,9,5,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6776511,168.04351583598404,9191
1191,31,1112,4,67,3,2,4,5476,0,3,10,2,10,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6783944,187.0497933581179,10242
1192,49,464,3,74,3,1,1,2587,1,3,17,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3204906,155.00655605795842,4010
1193,38,148,3,42,2,1,2,2440,0,4,4,3,4,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3022795,150.9439359974382,3683
1194,47,1225,4,47,4,4,2,15972,0,3,29,2,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19786918,200.96818562550501,32098
1195,49,809,3,36,3,4,3,15379,0,3,23,2,8,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19052279,198.51923584448346,30530
1196,41,1206,2,80,3,3,3,7082,1,3,21,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8773538,185.74423397038473,13154
1197,20,727,1,54,3,1,1,2728,0,3,2,3,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3379584,136.29262426868516,3718
1198,33,530,3,36,3,2,4,5368,1,4,7,2,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6650149,198.3362445023298,10646
1199,36,1351,4,80,3,2,3,5347,0,3,10,2,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6624133,172.4728821606278,9222
1200,44,528,3,44,3,1,4,3195,1,3,8,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3958127,152.33733954617028,4867
1201,23,1320,1,93,2,1,3,3989,1,3,5,2,5,4,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4941774,143.97608114032536,5743
1202,38,1495,2,87,3,1,3,3306,0,3,7,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4095639,149.48893211416058,4942
1203,53,1395,4,48,4,3,4,7005,0,3,11,2,4,3,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8678147,193.48849857741178,13553
1204,48,708,2,95,3,1,3,2655,1,3,19,3,9,7,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3289148,157.13529743394238,4171
1205,32,1259,4,95,3,1,2,1393,0,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1725719,134.5353471656637,1874
1206,26,786,3,76,3,1,4,2570,0,4,7,5,7,7,5,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3183845,174.75237460440846,4491
1207,55,1441,3,94,2,1,2,3537,0,3,8,1,4,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4381814,121.93629324143318,4312
1208,34,1157,2,57,2,2,4,3986,0,3,15,3,15,10,4,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4938057,187.13119709811028,7459
1209,60,370,4,92,1,3,4,10883,0,4,19,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13482408,176.40121183315534,19197
1210,33,267,3,79,4,1,2,2028,0,3,14,6,14,11,2,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2512389,174.69263596419066,3542
1211,37,1278,4,31,1,2,4,9525,0,3,6,2,6,3,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11800050,145.30004366799943,13839
1212,34,678,3,35,2,1,4,2929,0,3,10,3,10,9,8,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3628593,150.25044235457636,4400
1213,23,427,3,99,3,1,4,2275,1,4,3,2,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2818385,163.58820648698153,3721
1214,44,921,3,96,4,3,4,7879,1,3,9,2,8,7,6,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9760902,202.28845050729248,15938
1215,35,146,4,79,2,1,4,4930,1,3,6,2,5,4,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6107532,152.28043477950987,7507
1216,43,1179,3,73,3,2,4,7847,1,3,10,3,10,9,8,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9721259,198.3938224012523,15567
1217,24,581,3,62,4,1,3,4401,0,3,5,1,5,3,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5452180,141.90272048312124,6245
1218,41,918,3,35,3,3,3,9241,0,3,10,3,10,8,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11448216,193.83858714438196,17912
1219,29,1082,4,43,3,1,3,2974,0,3,9,2,5,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3684341,155.12311112543566,4613
1220,36,530,4,51,3,2,4,4502,0,3,17,2,13,7,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5577304,187.13126840897417,8424
1221,45,1238,1,74,2,3,3,10748,0,4,25,3,23,15,14,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13315164,250.2400841852922,26895
1222,24,240,1,58,1,1,3,1555,0,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1926412,121.83599363057539,1894
1223,47,1093,3,82,1,4,3,12936,0,3,25,3,23,5,14,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16025768,221.95847361909628,28712
1224,26,390,4,62,1,1,3,2305,0,3,3,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2855550,125.56421843448685,2894
1225,45,1005,2,48,2,4,2,16704,0,3,21,2,21,6,8,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20693756,234.80366217595338,39221
1226,32,585,3,56,3,1,3,3433,0,3,10,3,5,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4252973,147.71529432313915,5071
1227,31,741,4,69,3,1,3,3477,0,3,6,2,5,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4307483,153.17859117119704,5326
1228,41,552,3,60,1,2,2,6430,0,3,10,4,3,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7965808,143.88766137392062,9251
1229,40,369,2,92,3,2,1,6516,1,3,18,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8072349,170.62163013724773,11117
1230,24,506,1,91,3,1,1,3907,0,3,6,2,6,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4840188,149.6100108739481,5845
1231,46,717,4,34,3,2,2,5562,0,3,19,3,10,7,0,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6890486,174.9479864783813,9730
1232,35,1370,4,49,3,2,3,6883,0,3,17,3,7,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8527007,169.48505831349908,11665
1233,30,793,1,33,3,1,4,2862,0,3,10,2,10,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3545590,173.5901342860188,4968
1234,47,543,4,87,3,2,2,4978,0,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6166997,163.76299515278635,8152
1235,46,1277,3,74,3,3,4,10368,1,3,13,5,10,6,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12844400,204.80264943426135,21233
1236,36,1456,5,96,2,2,1,6134,1,3,16,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7599108,161.40577643126844,9900
1237,32,964,2,34,1,2,2,6735,0,3,10,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8343657,135.47302031043665,9124
1238,23,160,1,51,3,1,2,3295,0,3,3,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4082012,141.48462622669615,4661
1239,31,163,1,30,3,2,4,5238,0,4,9,3,5,4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6489098,186.50108585093344,9768
1240,39,792,3,77,3,2,4,6472,1,3,9,2,9,8,5,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8017839,184.19586686409917,11921
1241,32,371,3,80,1,3,3,9610,0,3,10,2,4,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11905352,157.78903443384894,15163
1242,40,611,4,88,3,5,2,19833,0,3,21,3,21,8,12,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24570119,266.831499602326,52920
1243,45,176,3,56,1,3,3,9756,0,4,9,2,5,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12086224,179.16322065243645,17479
1244,30,1312,4,78,2,1,1,4968,0,3,10,2,9,7,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6154609,137.56064665937632,6834
1245,24,897,3,59,3,1,4,2145,0,3,3,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2657334,144.01630423741125,3089
1246,30,600,3,66,2,1,4,2180,0,3,6,0,4,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2700694,138.27899282241847,3014
1247,31,1003,3,51,3,2,3,8346,0,3,6,3,5,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10339445,162.71371624463336,13580
1248,27,1054,3,67,3,1,4,3445,0,3,6,5,6,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4267839,157.34291285219845,5420
1249,29,428,3,52,1,1,2,2760,0,3,2,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3419227,120.69114784313268,3331
1250,29,461,3,70,4,2,3,6294,1,3,10,5,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7797324,190.93778352782726,12017
1251,30,979,2,94,2,3,1,7140,0,3,12,2,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8845391,184.8461550609541,13198
1252,34,181,4,97,4,1,4,2932,1,3,6,3,5,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3632309,154.56007054388866,4531
1253,33,1283,3,62,3,2,2,5147,0,3,13,2,11,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6376363,179.32290907840954,9229
1254,49,1313,4,80,3,2,4,4507,0,3,8,1,5,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5583499,162.8346908176737,7338
1255,33,211,3,74,3,3,1,8564,1,4,11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10609514,182.8569773524586,15659
